From	To
B4DXL7	HGNC:26924
B4DXM1	HGNC:26927
B4DXM2	HGNC:19296
B4DXN4	HGNC:19700
B4DXP1	HGNC:7765
B4DXP3	HGNC:18967
B4DXP5	HGNC:8648
B4DXP9	HGNC:167
B4DXQ2	HGNC:26103
B4DXQ6	HGNC:19296
B4DXR2	HGNC:3298
B4DXR6	HGNC:26847
B4DXS0	HGNC:17496
B4DXS1	HGNC:7858
B4DXS3	HGNC:30964
B4DXT0	HGNC:28303
B4DXT8	HGNC:8491
B4DXV1	HGNC:20696
B4DXW1	HGNC:170
B4DXW4	HGNC:30664
B4DXW7	HGNC:30635
B4DXX4	HGNC:26368
B4DXX7	HGNC:2699
B4DXY7	HGNC:412
B4DXZ6	HGNC:4023
B4DY02	HGNC:1313
B4DY03	HGNC:26669
B4DY08	HGNC:5035
B4DY12	HGNC:13598
B4DY13	HGNC:21535
B4DY26	HGNC:11772
B4DY29	HGNC:24844
B4DY31	HGNC:26487
B4DY35	HGNC:7434
B4DY38	HGNC:30246
B4DY40	HGNC:17836
B4DY47	HGNC:8912
B4DY49	HGNC:3955
B4DY52	HGNC:8994
B4DY66	HGNC:30660
B4DY72	HGNC:16969
B4DY77	HGNC:17377
B4DY82	HGNC:28407
B4DY91	HGNC:8873
B4DY92	HGNC:21493
B4DY98	HGNC:25198
B4DY99	HGNC:28359
B4DYB4	HGNC:29797
B4DYB5	HGNC:23225
B4DYB8	HGNC:7216
B4DYD8	HGNC:1618
B4DYE0	HGNC:19180
B4DYE1	HGNC:7781
B4DYF1	HGNC:12983
B4DYG4	HGNC:26536
B4DYG6	HGNC:33700
B4DYG9	HGNC:30071
B4DYH1	HGNC:16969
B4DYH8	HGNC:4422
B4DYI6	HGNC:890
B4DYJ6	HGNC:12306
B4DYL1	HGNC:29272
B4DYL6	HGNC:11732
B4DYM4	HGNC:1240
B4DYM6	HGNC:21700
B4DYN2	HGNC:14640
B4DYN4	HGNC:8966
B4DYN6	HGNC:9212
B4DYP1	HGNC:2715
B4DYP2	HGNC:4801
B4DYQ8	HGNC:2152
B4DYR1	HGNC:6188
B4DYR7	HGNC:27638
B4DYS7	HGNC:8073
B4DYT9	HGNC:11295
B4DYU0	HGNC:10839
B4DYV3	HGNC:25588
B4DYV5	HGNC:30313
B4DYV7	HGNC:7056
B4DYV8	HGNC:17985
B4DYV9	HGNC:16254
B4DYW4	HGNC:25142
B4DYX9	HGNC:13974
B4DYY3	HGNC:966
B4DYY6	HGNC:25712
B4DYZ5	HGNC:25723
B4DZ03	HGNC:26834
B4DZ15	HGNC:25296
B4DZ20	HGNC:17233
B4DZ23	HGNC:32370
B4DZ27	HGNC:28401
B4DZ31	HGNC:26074
B4DZ39	HGNC:2208
B4DZ46	HGNC:28136
B4DZ51	HGNC:8489
B4DZ60	HGNC:457
B4DZ61	HGNC:12651
B4DZ67	HGNC:29914
B4DZ70	HGNC:6983
B4DZ71	HGNC:1664
B4DZ74	HGNC:19950
B4DZ85	HGNC:7671
B4DZ91	HGNC:28697
B4DZ96	HGNC:16118
B4DZA4	HGNC:14273
B4DZA8	HGNC:25876
B4DZB7	HGNC:9985
B4DZC3	HGNC:12836
B4DZC8	HGNC:29159
B4DZD6	HGNC:2385
B4DZE3	HGNC:26877
B4DZF8	HGNC:9308
B4DZG4	HGNC:21065
B4DZG6	HGNC:25525
B4DZG7	HGNC:692
B4DZH0	HGNC:12989
B4DZH2	HGNC:23142
B4DZH6	HGNC:14064
B4DZI2	HGNC:21578
B4DZI8	HGNC:2232
B4DZK5	HGNC:16666
B4DZK7	HGNC:11831
B4DZL1	HGNC:25989
B4DZL8	HGNC:2436
B4DZM6	HGNC:29650
B4DZM7	HGNC:17676
B4DZN5	HGNC:25481
B4DZN9	HGNC:15783
B4DZP2	HGNC:11623
B4DZP4	HGNC:2966
B4DZP9	HGNC:25950
B4DZQ4	HGNC:30935
B4DZR5	HGNC:24801
B4DZT2	HGNC:11357
B4DZT4	HGNC:10705
B4DZU0	HGNC:7745
B4DZU4	HGNC:28519
B4DZU5	HGNC:17300
B4DZV1	HGNC:25759
B4DZV2	HGNC:9480
B4DZW2	HGNC:9546
B4DZW6	HGNC:24285
B4DZX3	HGNC:7328
B4DZZ6	HGNC:29916
B4E009	HGNC:1694
B4E016	HGNC:10293
B4E019	HGNC:17817
B4E021	HGNC:6148
B4E022	HGNC:11834
B4E024	HGNC:26209
B4E030	HGNC:7165
B4E032	HGNC:14048
B4E039	HGNC:30915
B4E040	HGNC:9840
B4E049	HGNC:15848
B4E059	HGNC:18827
B4E060	HGNC:26834
B4E072	HGNC:82
B4E076	HGNC:6015
B4E087	HGNC:6863
B4E096	HGNC:7809
B4E099	HGNC:17883
B4E0A9	HGNC:25565
B4E0B4	HGNC:10898
B4E0B6	HGNC:11726
B4E0C5	HGNC:17586
B4E0C8	HGNC:18677
B4E0C9	HGNC:24639
B4E0E3	HGNC:26142
B4E0F6	HGNC:3434
B4E0G4	HGNC:18145
B4E0G6	HGNC:9903
B4E0G8	HGNC:8906
B4E0H5	HGNC:29046
B4E0I3	HGNC:5998
B4E0J1	HGNC:14008
B4E0J7	HGNC:30346
B4E0K2	HGNC:20568
B4E0K5	HGNC:6876
B4E0L6	HGNC:32949
B4E0P1	HGNC:9544
B4E0P2	HGNC:8849
B4E0P5	HGNC:30859
B4E0P7	HGNC:34438
B4E0Q0	HGNC:30453
B4E0Q1	HGNC:16181
B4E0Q3	HGNC:30373
B4E0R2	HGNC:20917
B4E0R6	HGNC:6402
B4E0T2	HGNC:9719
B4E0T7	HGNC:28637
B4E0V0	HGNC:30260
B4E0V4	HGNC:7760
B4E0W6	HGNC:17307
B4E0W7	HGNC:28816
B4E0X2	HGNC:9829
B4E0X7	HGNC:29380
B4E0Y3	HGNC:25482
B4E0Y4	HGNC:1072
B4E0Y6	HGNC:28971
B4E101	HGNC:25187
B4E102	HGNC:3282
B4E107	HGNC:782
B4E122	HGNC:6974
B4E124	HGNC:26812
B4E127	HGNC:11700
B4E128	HGNC:28286
B4E135	HGNC:6598
B4E136	HGNC:18572
B4E144	HGNC:17482
B4E146	HGNC:23189
B4E152	HGNC:30260
B4E159	HGNC:29425
B4E161	HGNC:7638
B4E173	HGNC:20945
B4E181	HGNC:14430
B4E189	HGNC:1112
B4E191	HGNC:19414
B4E1A0	HGNC:3785
B4E1B1	HGNC:6122
B4E1B8	HGNC:13598
B4E1B9	HGNC:11869
B4E1C5	HGNC:4816
B4E1D7	HGNC:30260
B4E1E4	HGNC:3293
B4E1E5	HGNC:7454
B4E1E9	HGNC:10980
B4E1F0	HGNC:1228
B4E1F4	HGNC:15877
B4E1G1	HGNC:28454
B4E1G6	HGNC:4118
B4E1H2	HGNC:1228
B4E1H8	HGNC:16769
B4E1J0	HGNC:21199
B4E1J5	HGNC:14879
B4E1J9	HGNC:24475
B4E1K0	HGNC:6392
B4E1K7	HGNC:14559
B4E1M0	HGNC:26266
B4E1N1	HGNC:25049
B4E1N6	HGNC:9829
B4E1P3	HGNC:14137
B4E1P8	HGNC:30557
B4E1Q4	HGNC:11451
B4E1Q6	HGNC:21601
B4E1S6	HGNC:10661
B4E1V3	HGNC:28556
B4E1V9	HGNC:7110
B4E1W1	HGNC:11623
B4E1Y1	HGNC:14592
B4E1Z4	HGNC:1037
B4E1Z9	HGNC:9580
B4E219	HGNC:23989
B4E220	HGNC:633
B4E227	HGNC:8071
B4E241	HGNC:10785
B4E243	HGNC:28526
B4E258	HGNC:17732
B4E283	HGNC:594
B4E288	HGNC:10926
B4E298	HGNC:19280
B4E2B6	HGNC:14958
B4E2C0	HGNC:4452
B4E2C4	HGNC:974
B4E2D3	HGNC:8065
B4E2D5	HGNC:20596
B4E2E0	HGNC:2966
B4E2E4	HGNC:10903
B4E2E8	HGNC:29221
B4E2F0	HGNC:21182
B4E2G4	HGNC:8971
B4E2G9	HGNC:28772
B4E2H6	HGNC:23197
B4E2H8	HGNC:2900
B4E2I7	HGNC:2876
B4E2I8	HGNC:27279
B4E2J1	HGNC:25903
B4E2J3	HGNC:14370
B4E2J4	HGNC:25721
B4E2J6	HGNC:11340
B4E2K3	HGNC:30654
B4E2L4	HGNC:25601
B4E2M2	HGNC:33727
B4E2M3	HGNC:8965
B4E2N0	HGNC:17497
B4E2N4	HGNC:17296
B4E2N8	HGNC:29642
B4E2P0	HGNC:19970
B4E2P1	HGNC:25462
B4E2P2	HGNC:11325
B4E2P3	HGNC:7984
B4E2P7	HGNC:25950
B4E2Q4	HGNC:24460
B4E2Q6	HGNC:29039
B4E2Q8	HGNC:28684
B4E2S7	HGNC:6501
B4E2S8	HGNC:16484
B4E2T3	HGNC:13664
B4E2T8	HGNC:1473
B4E2V5	HGNC:3383
B4E2W0	HGNC:4803
B4E2W4	HGNC:3622
B4E2W6	HGNC:11829
B4E2W7	HGNC:17684
B4E2X2	HGNC:1982
B4E2X3	HGNC:24248
B4E2X5	HGNC:4385
B4E2Z0	HGNC:11220
B4E301	HGNC:21182
B4E318	HGNC:978
B4E321	HGNC:16994
B4E329	HGNC:9467
B4E330	HGNC:20302
B4E334	HGNC:8918
B4E349	HGNC:17563
B4E351	HGNC:5473
B4E358	HGNC:3338
B4E363	HGNC:3592
B4E372	HGNC:1914
B4E3A5	HGNC:8801
B4E3B7	HGNC:15830
B4E3B8	HGNC:24862
B4E3C4	HGNC:2745
B4E3C5	HGNC:3446
B4E3E2	HGNC:26924
B4E3F4	HGNC:6141
B4E3F5	HGNC:20907
B4E3F7	HGNC:16746
B4E3G7	HGNC:16715
B4E3H6	HGNC:11522
B4E3H7	HGNC:35454
B4E3H9	HGNC:4414
B4E3J8	HGNC:17848
B4E3J9	HGNC:487
B4E3K2	HGNC:20286
B4E3K9	HGNC:11180
B4E3L0	HGNC:18247
B4E3L3	HGNC:12625
B4E3L6	HGNC:28358
B4E3L9	HGNC:1102
B4E3M2	HGNC:2869
B4E3P0	HGNC:115
B4E3Q1	HGNC:17447
B4E3Q2	HGNC:26977
B4E3Q4	HGNC:1839
B4E3S0	HGNC:2254
B4E3S5	HGNC:17001
B4E3T2	HGNC:30346
B4E3T4	HGNC:19097
B4E3T5	HGNC:1500
B4E3U2	HGNC:13582
B4E3U7	HGNC:17729
B4E3W0	HGNC:1171
B4E3W3	HGNC:30632
B4E3W4	HGNC:1965
B5A964	HGNC:3691
B5A977	HGNC:11917
B5A982	HGNC:320
B5AK60	HGNC:40
B5B2P0	HGNC:7776
B5B2P2	HGNC:7776
B5M0C0	HGNC:26507
B5MBW3	HGNC:28785
B5MBW9	HGNC:15559
B5MBX0	HGNC:14626
B5MBX1	HGNC:22984
B5MBX2	HGNC:11653
B5MBX5	HGNC:29532
B5MBX8	HGNC:25257
B5MBY2	HGNC:2850
B5MBY4	HGNC:20987
B5MBY7	HGNC:7966
B5MBY8	HGNC:26861
B5MBY9	HGNC:8855
B5MBZ0	HGNC:1316
B5MBZ3	HGNC:8956
B5MBZ8	HGNC:9295
B5MC02	HGNC:17885
B5MC07	HGNC:328
B5MC10	HGNC:7224
B5MC14	HGNC:6018
B5MC15	HGNC:1542
B5MC16	HGNC:26276
B5MC17	HGNC:34388
B5MC20	HGNC:34397
B5MC21	HGNC:6018
B5MC22	HGNC:26945
B5MC27	HGNC:28503
B5MC28	HGNC:29532
B5MC31	HGNC:20748
B5MC33	HGNC:27683
B5MC34	HGNC:4250
B5MC35	HGNC:30540
B5MC36	HGNC:4250
B5MC44	HGNC:18655
B5MC47	HGNC:20349
B5MC48	HGNC:26453
B5MC49	HGNC:20276
B5MC51	HGNC:6614
B5MC52	HGNC:19086
B5MC53	HGNC:7224
B5MC54	HGNC:8521
B5MC59	HGNC:10291
B5MC62	HGNC:24167
B5MC64	HGNC:26606
B5MC67	HGNC:28214
B5MC70	HGNC:8506
B5MC71	HGNC:188
B5MC73	HGNC:19037
B5MC74	HGNC:13239
B5MC79	HGNC:26276
B5MC82	HGNC:2732
B5MC85	HGNC:26567
B5MC86	HGNC:29144
B5MC89	HGNC:19217
B5MC96	HGNC:24979
B5MC98	HGNC:9356
B5MCA1	HGNC:30540
B5MCA4	HGNC:11529
B5MCA9	HGNC:24844
B5MCB3	HGNC:24283
B5MCB4	HGNC:6990
B5MCB5	HGNC:2338
B5MCB9	HGNC:1228
B5MCC0	HGNC:23187
B5MCC3	HGNC:6719
B5MCC4	HGNC:11811
B5MCC5	HGNC:2901
B5MCC7	HGNC:122
B5MCC8	HGNC:12775
B5MCD3	HGNC:5135
B5MCD5	HGNC:2850
B5MCD7	HGNC:11498
B5MCD9	HGNC:17155
B5MCE1	HGNC:9523
B5MCE2	HGNC:26145
B5MCE7	HGNC:18808
B5MCF1	HGNC:14065
B5MCF3	HGNC:14237
B5MCF4	HGNC:3665
B5MCF8	HGNC:7224
B5MCF9	HGNC:8848
B5MCG6	HGNC:27683
B5MCG9	HGNC:29167
B5MCH3	HGNC:26108
B5MCH6	HGNC:32281
B5MCH7	HGNC:18808
B5MCI0	HGNC:11126
B5MCI2	HGNC:41907
B5MCI6	HGNC:14014
B5MCI8	HGNC:13437
B5MCJ1	HGNC:32954
B5MCJ2	HGNC:11578
B5MCJ9	HGNC:29005
B5MCK2	HGNC:33838
B5MCK8	HGNC:4251
B5MCL2	HGNC:4642
B5MCL5	HGNC:11103
B5MCL7	HGNC:14237
B5MCL8	HGNC:8956
B5MCM0	HGNC:11716
B5MCM1	HGNC:14239
B5MCM2	HGNC:29532
B5MCM7	HGNC:14239
B5MCN0	HGNC:24047
B5MCN5	HGNC:33715
B5MCN7	HGNC:7668
B5MCN9	HGNC:34388
B5MCP1	HGNC:6166
B5MCP4	HGNC:29532
B5MCP8	HGNC:37245
B5MCP9	HGNC:10440
B5MCQ2	HGNC:26845
B5MCQ4	HGNC:18551
B5MCQ5	HGNC:30168
B5MCQ6	HGNC:19086
B5MCR7	HGNC:16955
B5MCR8	HGNC:19305
B5MCS1	HGNC:10886
B5MCS2	HGNC:30412
B5MCS3	HGNC:19086
B5MCT2	HGNC:3490
B5MCT4	HGNC:12538
B5MCT7	HGNC:19388
B5MCT8	HGNC:10442
B5MCT9	HGNC:19694
B5MCU0	HGNC:29167
B5MCU1	HGNC:7441
B5MCU2	HGNC:28987
B5MCU4	HGNC:26145
B5MCU6	HGNC:19086
B5MCV2	HGNC:28358
B5MCV4	HGNC:1247
B5MCV5	HGNC:19086
B5MCV6	HGNC:13590
B5MCV9	HGNC:25132
B5MCW2	HGNC:10332
B5MCW3	HGNC:19874
B5MCW5	HGNC:31911
B5MCX0	HGNC:6607
B5MCX1	HGNC:8506
B5MCX2	HGNC:12845
B5MCX3	HGNC:7729
B5MCX4	HGNC:30809
B5MCX6	HGNC:28499
B5MCX7	HGNC:25185
B5MCY4	HGNC:9336
B5MCY6	HGNC:9295
B5MCY7	HGNC:28834
B5MCY9	HGNC:23214
B5MCZ0	HGNC:5440
B5MCZ3	HGNC:6018
B5MCZ4	HGNC:25731
B5MCZ6	HGNC:20748
B5MCZ8	HGNC:30412
B5MCZ9	HGNC:9753
B5MD00	HGNC:21648
B5MD02	HGNC:34388
B5MD04	HGNC:9336
B5MD06	HGNC:19086
B5MD07	HGNC:24736
B5MD16	HGNC:30540
B5MD17	HGNC:1551
B5MD23	HGNC:21640
B5MD38	HGNC:4803
B5MD45	HGNC:12697
B5MD46	HGNC:23609
B5MD47	HGNC:7729
B5MD58	HGNC:11289
B5MD83	HGNC:19368
B5MD87	HGNC:25846
B5MD97	HGNC:29063
B5MDB6	HGNC:29889
B5MDC9	HGNC:24079
B5MDD6	HGNC:16773
B5MDD7	HGNC:10667
B5MDE0	HGNC:30220
B5MDF5	HGNC:9846
B5MDG6	HGNC:35444
B5MDG7	HGNC:5002
B5MDI9	HGNC:27954
B5MDK9	HGNC:31838
B5MDL5	HGNC:6874
B5MDN3	HGNC:7877
B5MDN4	HGNC:24024
B5MDP1	HGNC:26162
B5MDP7	HGNC:19262
B5MDQ0	HGNC:20794
B5MDQ4	HGNC:10445
B5MDQ6	HGNC:13144
B5MDS3	HGNC:29416
B5MDS5	HGNC:24036
B5MDU3	HGNC:30037
B5MDU6	HGNC:26145
B5MDU9	HGNC:26236
B5MDV0	HGNC:34000
B5MDW0	HGNC:3446
B5MDZ7	HGNC:1916
B5ME25	HGNC:25856
B5ME44	HGNC:29225
B5ME49	HGNC:15582
B5ME56	HGNC:17989
B5ME60	HGNC:9213
B5ME80	HGNC:10737
B5ME96	HGNC:15495
B5ME97	HGNC:14349
B5MEA4	HGNC:29135
B5MEB3	HGNC:24187
B5MEC4	HGNC:10066
B5MEC7	HGNC:14947
B5MED8	HGNC:16698
B5MEF5	HGNC:24696
B5MEG5	HGNC:12617
B5MEG9	HGNC:6862
B5MEH7	HGNC:13590
B5TY33	HGNC:6876
B6DU75	HGNC:4173
B6ZDE5	HGNC:19217
B6ZDF2	HGNC:23090
B6ZDM2	HGNC:20349
B6ZDN3	HGNC:20625
B7U630	HGNC:5186
B7U631	HGNC:5186
B7U632	HGNC:5186
B7U994	HGNC:3682
B7WNH4	HGNC:28419
B7WNN4	HGNC:14931
B7WNQ9	HGNC:4170
B7WNR0	HGNC:399
B7WNR1	HGNC:31993
B7WNR7	HGNC:22431
B7WNT3	HGNC:28797
B7WNT5	HGNC:11639
B7WNV6	HGNC:25439
B7WNW7	HGNC:26087
B7WNX0	HGNC:24283
B7WNX6	HGNC:20625
B7WP14	HGNC:4271
B7WP27	HGNC:29322
B7WP51	HGNC:24607
B7WP74	HGNC:29322
B7WP88	HGNC:29011
B7WP89	HGNC:26111
B7WPA5	HGNC:19236
B7WPD9	HGNC:25484
B7WPE2	HGNC:26666
B7WPE4	HGNC:25020
B7WPF4	HGNC:12623
B7WPF5	HGNC:1477
B7WPG3	HGNC:25127
B7WPH3	HGNC:1840
B7WPI0	HGNC:18874
B7WPJ2	HGNC:12266
B7WPJ3	HGNC:34423
B7WPK3	HGNC:3974
B7WPL0	HGNC:25555
B7WPL9	HGNC:29023
B7WPM2	HGNC:11712
B7WPN2	HGNC:24791
B7WPN9	HGNC:25422
B7WPP2	HGNC:29408
B7WPR2	HGNC:11877
B7XGB9	HGNC:26506
B7Z1C2	HGNC:7530
B7Z1C4	HGNC:20039
B7Z1C6	HGNC:15891
B7Z1C9	HGNC:1622
B7Z1E3	HGNC:7997
B7Z1E5	HGNC:10445
B7Z1E9	HGNC:17079
B7Z1F4	HGNC:12437
B7Z1G7	HGNC:25575
B7Z1G9	HGNC:3725
B7Z1H8	HGNC:4076
B7Z1I0	HGNC:6040
B7Z1I4	HGNC:17941
B7Z1I7	HGNC:25391
B7Z1I8	HGNC:3120
B7Z1I9	HGNC:18305
B7Z1J3	HGNC:3629
B7Z1J9	HGNC:26616
B7Z1K0	HGNC:945
B7Z1K2	HGNC:4834
B7Z1K9	HGNC:17827
B7Z1L1	HGNC:10805
B7Z1L3	HGNC:16090
B7Z1M1	HGNC:9934
B7Z1M4	HGNC:9184
B7Z1M5	HGNC:8535
B7Z1N3	HGNC:14938
B7Z1N7	HGNC:806
B7Z1N8	HGNC:12703
B7Z1P2	HGNC:24847
B7Z1Q2	HGNC:4169
B7Z1R5	HGNC:851
B7Z1S5	HGNC:21573
B7Z1S6	HGNC:17923
B7Z1T1	HGNC:12790
B7Z1T3	HGNC:21144
B7Z1T4	HGNC:9501
B7Z1T6	HGNC:30817
B7Z1T8	HGNC:30600
B7Z1U0	HGNC:105
B7Z1U3	HGNC:27046
B7Z1U7	HGNC:18222
B7Z1V0	HGNC:1944
B7Z1W5	HGNC:9174
B7Z1W9	HGNC:1944
B7Z1X0	HGNC:9993
B7Z1Y3	HGNC:25920
B7Z1Y4	HGNC:25819
B7Z1Y6	HGNC:13830
B7Z1Y9	HGNC:16083
B7Z1Z5	HGNC:17941
B7Z1Z6	HGNC:1461
B7Z202	HGNC:3058
B7Z204	HGNC:4595
B7Z205	HGNC:28486
B7Z207	HGNC:8809
B7Z212	HGNC:21359
B7Z214	HGNC:20039
B7Z216	HGNC:26454
B7Z221	HGNC:23051
B7Z223	HGNC:10003
B7Z225	HGNC:10995
B7Z227	HGNC:7370
B7Z228	HGNC:21445
B7Z229	HGNC:10058
B7Z230	HGNC:3725
B7Z233	HGNC:94
B7Z238	HGNC:17164
B7Z242	HGNC:6834
B7Z248	HGNC:4461
B7Z254	HGNC:30168
B7Z257	HGNC:10003
B7Z260	HGNC:22393
B7Z261	HGNC:23456
B7Z264	HGNC:2901
B7Z266	HGNC:8818
B7Z269	HGNC:1391
B7Z277	HGNC:14349
B7Z278	HGNC:16626
B7Z279	HGNC:4082
B7Z283	HGNC:16626
B7Z285	HGNC:9993
B7Z291	HGNC:14596
B7Z2A4	HGNC:9664
B7Z2A7	HGNC:23338
B7Z2A9	HGNC:865
B7Z2B2	HGNC:28486
B7Z2B4	HGNC:17155
B7Z2B6	HGNC:583
B7Z2C1	HGNC:233
B7Z2C3	HGNC:19388
B7Z2C5	HGNC:15483
B7Z2C8	HGNC:16712
B7Z2D2	HGNC:29972
B7Z2D3	HGNC:6533
B7Z2E1	HGNC:14903
B7Z2E6	HGNC:12855
B7Z2E9	HGNC:12000
B7Z2F1	HGNC:25429
B7Z2F4	HGNC:1617
B7Z2F6	HGNC:10520
B7Z2G1	HGNC:25888
B7Z2I1	HGNC:22226
B7Z2I7	HGNC:18864
B7Z2J0	HGNC:13811
B7Z2K3	HGNC:19371
B7Z2K5	HGNC:21785
B7Z2L0	HGNC:24131
B7Z2L7	HGNC:11984
B7Z2L8	HGNC:25591
B7Z2Q2	HGNC:16066
B7Z2Q5	HGNC:2340
B7Z2R2	HGNC:12582
B7Z2R4	HGNC:10808
B7Z2R9	HGNC:6501
B7Z2S5	HGNC:12437
B7Z2S9	HGNC:1306
B7Z2T3	HGNC:21882
B7Z2T4	HGNC:2901
B7Z2T9	HGNC:17082
B7Z2U2	HGNC:11984
B7Z2U6	HGNC:1751
B7Z2U8	HGNC:18270
B7Z2V1	HGNC:26599
B7Z2V2	HGNC:16066
B7Z2V9	HGNC:9504
B7Z2W5	HGNC:30281
B7Z2X5	HGNC:17893
B7Z2X9	HGNC:3353
B7Z2Y2	HGNC:6546
B7Z2Y5	HGNC:10434
B7Z2Z7	HGNC:16078
B7Z300	HGNC:11513
B7Z306	HGNC:12477
B7Z314	HGNC:15891
B7Z317	HGNC:17753
B7Z321	HGNC:30389
B7Z332	HGNC:30077
B7Z337	HGNC:14902
B7Z341	HGNC:14462
B7Z346	HGNC:21221
B7Z358	HGNC:16654
B7Z359	HGNC:11506
B7Z367	HGNC:16403
B7Z369	HGNC:25470
B7Z371	HGNC:14349
B7Z375	HGNC:12703
B7Z382	HGNC:8022
B7Z385	HGNC:20039
B7Z3A6	HGNC:11184
B7Z3A7	HGNC:8774
B7Z3A9	HGNC:11056
B7Z3B1	HGNC:20728
B7Z3B5	HGNC:10431
B7Z3B6	HGNC:20443
B7Z3B9	HGNC:4066
B7Z3C4	HGNC:2845
B7Z3C5	HGNC:11042
B7Z3C7	HGNC:685
B7Z3D3	HGNC:26454
B7Z3D5	HGNC:7449
B7Z3E2	HGNC:9323
B7Z3E4	HGNC:10478
B7Z3F5	HGNC:14004
B7Z3F7	HGNC:4380
B7Z3G9	HGNC:20331
B7Z3H9	HGNC:9105
B7Z3I4	HGNC:1917
B7Z3I5	HGNC:20234
B7Z3I9	HGNC:395
B7Z3J5	HGNC:10058
B7Z3K1	HGNC:28201
B7Z3K3	HGNC:29821
B7Z3L0	HGNC:30268
B7Z3L6	HGNC:11001
B7Z3L9	HGNC:19875
B7Z3M0	HGNC:26275
B7Z3M4	HGNC:11001
B7Z3M9	HGNC:560
B7Z3N3	HGNC:30244
B7Z3N5	HGNC:30244
B7Z3N8	HGNC:30600
B7Z3P1	HGNC:11582
B7Z3P4	HGNC:3769
B7Z3P9	HGNC:15646
B7Z3Q0	HGNC:25576
B7Z3Q6	HGNC:25425
B7Z3Q7	HGNC:55
B7Z3R2	HGNC:18182
B7Z3R3	HGNC:23531
B7Z3R9	HGNC:26303
B7Z3T3	HGNC:13818
B7Z3T6	HGNC:16626
B7Z3T9	HGNC:6742
B7Z3U5	HGNC:24452
B7Z3V4	HGNC:16280
B7Z3W5	HGNC:13753
B7Z3X2	HGNC:20800
B7Z3X4	HGNC:4417
B7Z3X7	HGNC:28484
B7Z3Y2	HGNC:20588
B7Z3Y4	HGNC:1167
B7Z3Y8	HGNC:12437
B7Z3Z1	HGNC:16966
B7Z3Z9	HGNC:3569
B7Z403	HGNC:14111
B7Z406	HGNC:9237
B7Z413	HGNC:18305
B7Z415	HGNC:9752
B7Z416	HGNC:16888
B7Z418	HGNC:6040
B7Z419	HGNC:9115
B7Z424	HGNC:9326
B7Z426	HGNC:4687
B7Z452	HGNC:3569
B7Z456	HGNC:17079
B7Z463	HGNC:7900
B7Z468	HGNC:1515
B7Z469	HGNC:25470
B7Z473	HGNC:28524
B7Z484	HGNC:6326
B7Z491	HGNC:7448
B7Z493	HGNC:19125
B7Z499	HGNC:7448
B7Z4A7	HGNC:3500
B7Z4B8	HGNC:17011
B7Z4C0	HGNC:4573
B7Z4C5	HGNC:8033
B7Z4C8	HGNC:10334
B7Z4D2	HGNC:26011
B7Z4D4	HGNC:21359
B7Z4D8	HGNC:11284
B7Z4E2	HGNC:21221
B7Z4E3	HGNC:10334
B7Z4G3	HGNC:25615
B7Z4G8	HGNC:597
B7Z4H3	HGNC:4213
B7Z4J2	HGNC:10902
B7Z4J8	HGNC:16403
B7Z4J9	HGNC:30389
B7Z4K4	HGNC:13254
B7Z4K6	HGNC:2960
B7Z4K9	HGNC:7637
B7Z4L1	HGNC:11351
B7Z4L4	HGNC:10381
B7Z4L6	HGNC:10902
B7Z4M1	HGNC:10469
B7Z4M2	HGNC:12739
B7Z4N4	HGNC:16403
B7Z4N7	HGNC:15646
B7Z4N8	HGNC:12612
B7Z4P3	HGNC:2918
B7Z4P8	HGNC:164
B7Z4R0	HGNC:3444
B7Z4R5	HGNC:8535
B7Z4S1	HGNC:11612
B7Z4S5	HGNC:1934
B7Z4T0	HGNC:25645
B7Z4T2	HGNC:26303
B7Z4T5	HGNC:7000
B7Z4U0	HGNC:25756
B7Z4U2	HGNC:640
B7Z4U3	HGNC:11351
B7Z4V9	HGNC:33882
B7Z4W1	HGNC:29522
B7Z4W5	HGNC:1564
B7Z4W8	HGNC:24911
B7Z4X0	HGNC:23368
B7Z4X3	HGNC:572
B7Z4Y8	HGNC:24176
B7Z503	HGNC:21445
B7Z509	HGNC:4331
B7Z510	HGNC:30077
B7Z514	HGNC:4624
B7Z520	HGNC:7891
B7Z522	HGNC:2732
B7Z524	HGNC:4834
B7Z528	HGNC:8527
B7Z533	HGNC:11001
B7Z568	HGNC:16001
B7Z574	HGNC:1515
B7Z583	HGNC:25439
B7Z586	HGNC:26895
B7Z588	HGNC:11905
B7Z589	HGNC:11056
B7Z590	HGNC:1753
B7Z596	HGNC:12010
B7Z598	HGNC:548
B7Z5B3	HGNC:23817
B7Z5C0	HGNC:5229
B7Z5C2	HGNC:18718
B7Z5C3	HGNC:8875
B7Z5D1	HGNC:7128
B7Z5D3	HGNC:7533
B7Z5E2	HGNC:9548
B7Z5E5	HGNC:18752
B7Z5F4	HGNC:3493
B7Z5F5	HGNC:25743
B7Z5F6	HGNC:12470
B7Z5G4	HGNC:15926
B7Z5G5	HGNC:19875
B7Z5G9	HGNC:20357
B7Z5H1	HGNC:1961
B7Z5H3	HGNC:6834
B7Z5H6	HGNC:19133
B7Z5J4	HGNC:15740
B7Z5K1	HGNC:25474
B7Z5L3	HGNC:8875
B7Z5N5	HGNC:6768
B7Z5N6	HGNC:25360
B7Z5N7	HGNC:20726
B7Z5N8	HGNC:5114
